SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,POPESTIMATE042020,POPESTIMATE2020
162,06,000,36980,00000,00000,0,A,Jackson city,California,4651,4672,4659,4623,4607,4622,4644,4699,4734,4784,4853,4922,4966,4973
162,06,000,37692,00000,00000,0,A,Jurupa Valley city,California,A,94983,95350,96612,97692,98329,99284,100608,102540,105103,107265,108507,109504,109745
162,06,000,38226,00000,00000,0,A,Kerman city,California,13544,13570,13617,13807,14035,14192,14247,14298,14422,14661,14961,15196,15316,15339
162,06,000,38520,00000,00000,0,A,King City city,California,12874,12872,12900,13004,13119,13183,13361,13568,13721,13790,13831,13929,13972,13968
162,06,000,38562,00000,00000,0,A,Kingsburg city,California,11382,11451,11475,11537,11572,11612,11684,11740,11839,12011,12112,12283,12374,12389
162,06,000,39003,00000,00000,0,A,La Cañada Flintridge city,California,20246,20254,20251,20327,20411,20457,20456,20450,20384,20276,20132,19947,19802,19730
162,06,000,39122,00000,00000,0,A,Lafayette city,California,23893,23789,23852,24091,24298,24659,25135,25550,25794,25902,26006,26023,26024,25992
162,06,000,39178,00000,00000,0,A,Laguna Beach city,California,22723,22743,22760,22958,23116,23222,23261,23316,23304,23191,23018,22837,22745,22687
162,06,000,39220,00000,00000,0,A,Laguna Hills city,California,30344,30679,30696,30925,31115,31240,31277,31317,31694,31948,31690,31417,31281,31197
162,06,000,39248,00000,00000,0,A,Laguna Niguel city,California,62979,62993,63064,63632,64056,64371,64518,64638,65092,65289,65195,65059,64750,64569
162,06,000,39259,00000,00000,0,A,Laguna Woods city,California,16192,15991,15998,16118,16216,16279,16296,16315,16294,16208,16076,15938,15864,15819
162,06,000,39290,00000,00000,0,A,La Habra city,California,60239,61447,61502,62001,62383,62763,62992,63119,63105,63075,62855,62554,62409,62285
162,06,000,39304,00000,00000,0,A,La Habra Heights city,California,5325,5308,5307,5327,5352,5368,5377,5382,5383,5362,5320,5268,5229,5212
162,06,000,39486,00000,00000,0,A,Lake Elsinore city,California,51821,53301,53590,54424,55809,57487,59073,60875,62390,63533,64414,64864,65658,65867
162,06,000,39496,00000,00000,0,A,Lake Forest city,California,77264,77445,77506,78140,78656,79058,79485,81292,83252,84203,85152,85586,85474,85329
162,06,000,39710,00000,00000,0,A,Lakeport city,California,4753,4754,4753,4704,4675,4705,4759,4766,4929,4931,4935,4972,4969,4963
162,06,000,39892,00000,00000,0,A,Lakewood city,California,80048,80086,80070,80383,80693,80906,81008,81104,80920,80458,79807,78999,78404,78119
162,06,000,40004,00000,00000,0,A,La Mesa city,California,57065,57014,57347,58263,58753,59227,59575,60014,60438,60486,60315,59998,59826,59724
162,06,000,40032,00000,00000,0,A,La Mirada city,California,48527,48527,48521,48688,48851,48964,49083,49154,48987,48706,48349,47902,47553,47384
162,06,000,40130,00000,00000,0,A,Lancaster city,California,156633,156653,156897,158203,158500,159071,159624,159800,159609,158698,157798,156640,156199,155822
162,06,000,40256,00000,00000,0,A,La Palma city,California,15568,15537,15544,15659,15770,15847,15863,15882,15855,15780,15666,15529,15458,15415
162,06,000,40340,00000,00000,0,A,La Puente city,California,39816,39832,39827,39975,40151,40291,40372,40395,40266,40049,39801,39540,39328,39215
162,06,000,40354,00000,00000,0,A,La Quinta city,California,37467,37462,37628,38075,38412,38879,39576,40277,40880,41343,41715,41989,42227,42271
162,06,000,40438,00000,00000,0,A,Larkspur city,California,11926,11914,11926,12030,12092,12213,12344,12444,12480,12424,12399,12336,12266,12236
162,06,000,40704,00000,00000,0,A,Lathrop city,California,18023,17588,17781,18309,18629,18991,19597,20553,21629,22637,23713,24968,26046,26373
162,06,000,40830,00000,00000,0,A,La Verne city,California,31063,30917,30916,31167,31416,31926,32304,32664,32634,32542,32324,32064,32262,32160
162,06,000,40886,00000,00000,0,A,Lawndale city,California,32769,32769,32765,32886,33007,33088,33133,33152,33043,32859,32570,32230,32036,31935
162,06,000,41124,00000,00000,0,A,Lemon Grove city,California,25320,25318,25376,25597,25806,26075,26434,26704,26862,26875,26782,26669,26577,26528
162,06,000,41152,00000,00000,0,A,Lemoore city,California,24531,24534,24508,24477,24573,24870,25081,25386,25411,25596,25809,26101,26298,26331
162,06,000,41474,00000,00000,0,A,Lincoln city,California,42819,42922,43094,43824,44279,45065,45821,46397,47103,47670,48258,48655,48945,48996
162,06,000,41712,00000,00000,0,A,Lindsay city,California,11768,11797,11859,12175,12382,12458,12528,12584,12642,12700,12839,12930,12921,12908
162,06,000,41936,00000,00000,0,A,Live Oak city,California,8392,8465,8479,8474,8168,8270,8361,8389,8564,8719,8736,8911,9021,9048
162,06,000,41992,00000,00000,0,A,Livermore city,California,80968,81497,81691,82766,84076,85599,87279,89256,90918,91790,92237,92297,91890,91617
162,06,000,42006,00000,00000,0,A,Livingston city,California,13058,13031,13105,13339,13433,13567,13728,13804,13872,14047,14354,14744,14894,14926
162,06,000,42202,00000,00000,0,A,Lodi city,California,62134,62121,62242,62714,63038,63096,63585,64224,64856,65712,66673,67372,68038,68186
162,06,000,42370,00000,00000,0,A,Loma Linda city,California,23261,23282,23316,23468,23550,23664,23797,23895,23967,24013,24194,24392,24546,24581
162,06,000,42468,00000,00000,0,A,Lomita city,California,20256,20220,20220,20323,20436,20500,20532,20542,20495,20415,20279,20085,19927,19851
162,06,000,42524,00000,00000,0,A,Lompoc city,California,42434,42436,42298,42165,43110,43369,43822,43885,43440,43088,42499,42510,42376,42253
162,06,000,43000,00000,00000,0,A,Long Beach city,California,462257,462189,462311,464274,466526,468017,468785,469408,468484,466265,462632,458487,456034,454681
162,06,000,43140,00000,00000,0,A,Loomis town,California,6430,6417,6437,6519,6553,6602,6630,6655,6728,6785,6835,6860,6854,6844
162,06,000,43224,00000,00000,0,A,Los Alamitos city,California,11449,11352,11357,11447,11523,11596,11631,11653,11651,11600,11510,11439,11410,11386
162,06,000,43280,00000,00000,0,A,Los Altos city,California,28976,29075,29132,29510,29868,30161,30360,30893,31282,31177,30959,30679,30415,30281
162,06,000,43294,00000,00000,0,A,Los Altos Hills town,California,7922,8065,8084,8173,8270,8385,8444,8487,8500,8507,8520,8482,8429,8400
162,06,000,44000,00000,00000,0,A,Los Angeles city,California,3792621,3793206,3795206,3818812,3847857,3877721,3904102,3933644,3957520,3975067,3981140,3982885,3976825,3970219
162,06,000,44028,00000,00000,0,A,Los Banos city,California,35972,35967,36167,36682,36814,36900,37062,37412,37917,38719,39614,40430,40570,40571
162,06,000,44112,00000,00000,0,A,Los Gatos town,California,29413,29717,29789,30148,30487,30863,31060,31226,31262,31127,30924,30664,30401,30266
162,06,000,44364,00000,00000,0,A,Loyalton city,California,769,766,761,730,721,712,700,703,695,702,689,689,683,680
162,06,000,44574,00000,00000,0,A,Lynwood city,California,69772,69758,69564,69622,70133,70707,70758,70859,70519,70211,69693,69162,68754,68508
162,06,000,44826,00000,00000,0,A,McFarland city,California,12707,12707,12707,12735,12266,12305,12998,13061,13242,13306,13385,13241,12513,12482
162,06,000,45022,00000,00000,0,A,Madera city,California,61416,61909,61998,62299,62730,62974,63401,63830,64299,65030,65669,66134,66618,66723
162,06,000,45246,00000,00000,0,A,Malibu city,California,12645,12629,12629,12676,12724,12773,12810,12834,12802,12734,12637,11643,11560,11519
162,06,000,45358,00000,00000,0,A,Mammoth Lakes town,California,8234,8234,8230,8281,8219,8056,8088,8066,8185,8217,8258,8292,8311,8317
162,06,000,45400,00000,00000,0,A,Manhattan Beach city,California,35135,35130,35149,35322,35451,35530,35575,35603,35579,35469,35165,34760,34442,34298
162,06,000,45484,00000,00000,0,A,Manteca city,California,67096,67338,67749,69315,70769,71890,73314,75074,77030,79150,81424,83286,84221,84445
162,06,000,45736,00000,00000,0,A,Maricopa city,California,1154,1154,1155,1187,1285,1450,1658,1820,1936,2036,2110,2154,2416,2500
162,06,000,45778,00000,00000,0,A,Marina city,California,19718,19713,19731,19860,20126,20235,20485,21024,21531,21915,22203,22383,21838,21836
162,06,000,46114,00000,00000,0,A,Martinez city,California,35824,36037,36150,36506,36783,37121,37577,38105,38405,38550,38558,38463,38110,38027
162,06,000,46170,00000,00000,0,A,Marysville city,California,12072,12051,12072,12091,12119,12169,12200,12212,12259,12453,12499,12526,12590,12594
162,06,000,46492,00000,00000,0,A,Maywood city,California,27395,27380,27377,27462,27544,27614,27647,27653,27558,27396,27167,26883,26689,26595
162,06,000,46828,00000,00000,0,A,Mendota city,California,11014,11306,11311,11356,11401,11398,11426,11489,11712,12082,12258,12365,12420,12427
162,06,000,46842,00000,00000,0,A,Menifee city,California,77519,77384,78115,80142,81679,83224,84885,86563,88415,90521,92906,95347,97156,97675
162,06,000,46870,00000,00000,0,A,Menlo Park city,California,32026,32014,32083,32456,32898,33164,33473,33730,34642,35586,35609,35320,35066,34934
162,06,000,46898,00000,00000,0,A,Merced city,California,78958,78959,79097,79605,80035,80461,80933,81506,81866,82467,83220,84678,87499,88235
162,06,000,47486,00000,00000,0,A,Millbrae city,California,21532,21561,21594,22050,22570,22798,23040,23254,23239,23179,23089,22878,22715,22630
162,06,000,47710,00000,00000,0,A,Mill Valley city,California,13903,13901,13934,14119,14227,14388,14500,14538,14551,14493,14485,14438,14360,14323
162,06,000,47766,00000,00000,0,A,Milpitas city,California,66790,66824,66694,67167,67724,69075,71876,74256,74697,74577,74957,75830,76001,75867
162,06,000,48256,00000,00000,0,A,Mission Viejo city,California,93305,93101,93144,93876,94556,95089,95714,96621,96850,96388,95716,94950,94505,94242
162,06,000,48354,00000,00000,0,A,Modesto city,California,201165,203057,203278,204119,205090,206221,207881,209412,211423,213176,214396,215001,215650,215666
162,06,000,48648,00000,00000,0,A,Monrovia city,California,36590,36600,36593,36729,36882,37002,37092,37204,37691,38028,37736,37401,37713,37771
162,06,000,48690,00000,00000,0,A,Montague city,California,1443,1443,1442,1427,1407,1386,1381,1381,1384,1387,1383,1380,1371,1366
162,06,000,48788,00000,00000,0,A,Montclair city,California,36664,36649,36767,37119,37270,37368,38240,39203,39499,39785,40064,40205,40525,40600
162,06,000,48816,00000,00000,0,A,Montebello city,California,62500,62483,62513,62819,63055,63225,63446,63641,63525,63286,62856,62228,61759,61531
162,06,000,48872,00000,00000,0,A,Monterey city,California,27810,27774,28025,28420,28868,28751,28716,28648,28730,28638,28430,28526,28577,28511
162,06,000,48914,00000,00000,0,A,Monterey Park city,California,60269,60271,60260,60811,61354,61505,61581,61600,61516,61292,60748,60051,59569,59344
162,06,000,48956,00000,00000,0,A,Monte Sereno city,California,3341,3330,3337,3367,3398,3436,3461,3488,3501,3516,3530,3520,3502,3491
162,06,000,49138,00000,00000,0,A,Moorpark city,California,34421,34594,34668,34871,34999,35166,35510,36009,36331,36557,36633,36473,36295,36202
162,06,000,49187,00000,00000,0,A,Moraga town,California,16016,16006,16038,16161,16279,16440,16587,16721,16827,16905,16948,16925,16971,16967
162,06,000,49270,00000,00000,0,A,Moreno Valley city,California,193365,193330,194168,196464,198201,199526,201013,202536,204308,206724,209221,211010,212145,212349
162,06,000,49278,00000,00000,0,A,Morgan Hill city,California,37882,37973,38103,38930,39880,40969,41927,42963,43753,44263,44971,45475,45550,45501
162,06,000,49362,00000,00000,0,A,Morro Bay city,California,10234,10235,10256,10306,10373,10445,10496,10590,10649,10651,10603,10537,10560,10560
162,06,000,49670,00000,00000,0,A,Mountain View city,California,74066,73565,73759,74729,75614,76458,77459,78909,79735,79953,80298,80516,80245,80030
162,06,000,49852,00000,00000,0,A,Mount Shasta city,California,3394,3393,3391,3354,3308,3262,3253,3252,3255,3269,3264,3263,3243,3233
162,06,000,50076,00000,00000,0,A,Murrieta city,California,103466,103726,104175,105325,106164,106855,108028,109278,111039,113073,114338,115486,116334,116522
162,06,000,50258,00000,00000,0,A,Napa city,California,76915,77094,77187,77640,78106,78660,79107,79308,79264,78605,78522,78037,77329,77032
162,06,000,50398,00000,00000,0,A,National City city,California,58582,58557,58603,59006,59387,59829,60377,60932,61352,61560,61543,61307,61049,60932
162,06,000,50734,00000,00000,0,A,Needles city,California,4844,4826,4835,4868,4889,4895,4911,4934,4953,4968,4979,4962,4950,4942
162,06,000,50874,00000,00000,0,A,Nevada City city,California,3068,3110,3122,3143,3134,3130,3102,3183,3169,3156,3145,3151,3131,3127
162,06,000,50916,00000,00000,0,A,Newark city,California,42573,42573,42619,43020,43563,44110,44723,45402,45977,47052,48565,49499,49709,49699
162,06,000,51140,00000,00000,0,A,Newman city,California,10224,10265,10351,10549,10609,10656,10732,10865,11101,11382,11622,11723,11714,11702
162,06,000,51182,00000,00000,0,A,Newport Beach city,California,85186,85211,85262,85933,86473,86811,86879,86921,86759,86863,86748,86290,86781,86834
162,06,000,51560,00000,00000,0,A,Norco city,California,27063,27216,27234,27363,27437,26981,26963,26307,26827,26905,26876,26719,27935,27892
162,06,000,52526,00000,00000,0,A,Norwalk city,California,105549,105549,105532,105895,105993,106162,106283,106355,105968,105451,104738,103714,103010,102635
162,06,000,52582,00000,00000,0,A,Novato city,California,51904,51873,51957,52509,52909,53594,54023,54134,54150,53926,53854,53584,53438,53351
162,06,000,52694,00000,00000,0,A,Oakdale city,California,20675,20759,20796,20920,21100,21340,21654,21982,22359,22742,23081,23259,23253,23228
162,06,000,53000,00000,00000,0,A,Oakland city,California,390724,390781,391350,395416,400720,406609,412677,418539,421454,421938,421837,422738,424733,424891
162,06,000,53070,00000,00000,0,A,Oakley city,California,35432,35421,35638,36404,37133,38079,38932,39618,40327,41081,41782,42338,42654,42710
162,06,000,53322,00000,00000,0,A,Oceanside city,California,167086,167560,167944,169650,171385,173021,174348,175324,175923,175957,176081,175716,175006,174648
162,06,000,53476,00000,00000,0,A,Ojai city,California,7461,7469,7479,7515,7540,7570,7587,7594,7602,7618,7615,7601,7596,7587
162,06,000,53896,00000,00000,0,A,Ontario city,California,163924,163931,164380,165899,166681,167267,168251,169560,172140,175373,178635,181636,183056,183393
162,06,000,53980,00000,00000,0,A,Orange city,California,136416,136778,137009,138272,139044,139782,139675,140024,139718,139867,139832,139131,138546,138192
162,06,000,54008,00000,00000,0,A,Orange Cove city,California,9078,9735,9759,9864,9938,9955,9972,10001,10054,10123,10173,10165,10138,10118
162,06,000,54232,00000,00000,0,A,Orinda city,California,17643,17759,17799,17957,18114,18331,18717,19113,19298,19406,19493,19552,19572,19557
162,06,000,54274,00000,00000,0,A,Orland city,California,7291,7346,7405,7557,7529,7533,7554,7537,7588,7674,7820,8086,8079,8068
162,06,000,54386,00000,00000,0,A,Oroville city,California,15546,18722,18698,18631,18699,18714,18875,18964,19007,19119,19174,20817,20397,20237
162,06,000,54652,00000,00000,0,A,Oxnard city,California,197899,198066,198541,199848,200586,202183,204501,206326,207077,207486,207670,208199,208153,207945
162,06,000,54806,00000,00000,0,A,Pacifica city,California,37234,37341,37388,37771,38276,38678,38973,39213,39139,38973,38803,38445,38159,38013
162,06,000,54848,00000,00000,0,A,Pacific Grove city,California,15041,15044,15073,15193,15331,15408,15472,15522,15588,15557,15493,15428,15345,15299
162,06,000,55156,00000,00000,0,A,Palmdale city,California,152750,152731,152761,153540,154240,154811,155443,155882,155435,154574,153535,152163,151040,150498
162,06,000,55184,00000,00000,0,A,Palm Desert city,California,48445,48449,48726,49456,49946,50406,51009,51664,52293,52865,53285,53438,53535,53524
162,06,000,55254,00000,00000,0,A,Palm Springs city,California,44552,44554,44755,45288,45706,46122,46622,47113,47613,48105,48501,48697,48901,48929
162,06,000,55282,00000,00000,0,A,Palo Alto city,California,64403,64347,64506,65389,66193,66982,67459,68125,68599,68513,68136,67621,67238,67008
162,06,000,55380,00000,00000,0,A,Palos Verdes Estates city,California,13438,13434,13432,13495,13559,13596,13615,13621,13571,13487,13371,13231,13128,13079
162,06,000,55520,00000,00000,0,A,Paradise town,California,26218,26209,26180,26084,26036,26047,26191,26210,26289,26469,26532,4171,4294,4329
162,06,000,55618,00000,00000,0,A,Paramount city,California,54098,54107,54100,54329,54552,54751,54883,54890,54726,54462,54083,53600,53209,53018
162,06,000,55856,00000,00000,0,A,Parlier city,California,14494,14563,14594,14738,14834,14888,15016,15259,15447,15507,15619,15803,15849,15848
162,06,000,56000,00000,00000,0,A,Pasadena city,California,137122,137085,137540,139072,139707,140172,140390,140804,141910,142727,142485,141816,141358,141045
162,06,000,56112,00000,00000,0,A,Patterson city,California,20413,20629,20650,20730,20852,20986,21153,21400,21759,22150,22484,22607,22574,22542
162,06,000,56700,00000,00000,0,A,Perris city,California,68386,68562,69103,70385,71079,72022,73102,74197,75718,77155,78058,78620,78961,79011
162,06,000,56784,00000,00000,0,A,Petaluma city,California,57941,57977,58048,58289,58639,59343,59928,60255,60620,60657,61488,60881,60738,60632
162,06,000,56924,00000,00000,0,A,Pico Rivera city,California,62942,62964,62955,63188,63434,63618,63700,63724,63519,63176,62601,61968,61551,61338
162,06,000,56938,00000,00000,0,A,Piedmont city,California,10667,10695,10709,10819,10965,11112,11273,11432,11506,11497,11488,11447,11374,11335
162,06,000,57288,00000,00000,0,A,Pinole city,California,18390,18330,18369,18526,18679,18881,19062,19231,19355,19400,19395,19321,19251,19207
162,06,000,57414,00000,00000,0,A,Pismo Beach city,California,7655,7650,7660,7689,7748,7816,7865,7958,8043,8079,8076,8028,7976,7955
162,06,000,57456,00000,00000,0,A,Pittsburg city,California,63264,63266,63475,64497,65478,66612,67881,69011,70300,71397,71852,72372,72623,72622
162,06,000,57526,00000,00000,0,A,Placentia city,California,50533,50902,50937,51374,51937,52356,52458,52658,52681,52420,52024,51596,51587,51519
162,06,000,57540,00000,00000,0,A,Placerville city,California,10389,10484,10470,10432,10444,10517,10634,10680,10736,10886,10991,11100,11088,11077
162,06,000,57764,00000,00000,0,A,Pleasant Hill city,California,33152,33075,33145,33421,33688,34055,34386,34689,34905,34982,34977,34895,34839,34781
162,06,000,57792,00000,00000,0,A,Pleasanton city,California,70285,70274,70363,71137,72163,73309,75087,77039,78110,79517,80981,81041,80536,80247
162,06,000,57834,00000,00000,0,A,Plymouth city,California,1005,987,986,977,969,970,966,969,981,998,1021,1034,1043,1043
162,06,000,57876,00000,00000,0,A,Point Arena city,California,449,449,449,445,444,442,444,444,447,448,450,452,454,453
162,06,000,58072,00000,00000,0,A,Pomona city,California,149058,149235,149293,149929,150924,151471,151758,151925,152045,152176,151554,150494,149661,149212
162,06,000,58240,00000,00000,0,A,Porterville city,California,54165,58095,58225,58673,58837,58982,59152,59240,59223,59181,59015,58875,58968,58949
162,06,000,58296,00000,00000,0,A,Port Hueneme city,California,21723,21743,21725,21766,21870,22211,22036,22153,22094,22121,22122,21874,21797,21745
162,06,000,58352,00000,00000,0,A,Portola city,California,2104,2074,2063,2030,1986,1933,1901,1877,1899,1894,1906,1925,1916,1913
162,06,000,58380,00000,00000,0,A,Portola Valley town,California,4353,4360,4367,4412,4474,4517,4556,4600,4605,4598,4586,4555,4539,4528
162,06,000,58520,00000,00000,0,A,Poway city,California,47811,47805,47924,48381,48910,49406,49707,49942,50096,50035,49851,49561,49352,49246
162,06,000,59444,00000,00000,0,A,Rancho Cordova city,California,64776,64805,65019,65881,66691,67768,69136,70581,72097,73487,74579,75565,76071,76166
162,06,000,59451,00000,00000,0,A,Rancho Cucamonga city,California,165269,165373,166361,169048,170739,171952,173731,175265,176707,177807,178279,178556,178917,178849
162,06,000,59500,00000,00000,0,A,Rancho Mirage city,California,17218,17138,17241,17461,17570,17687,17836,17994,18170,18354,18529,18724,18909,18954
162,06,000,59514,00000,00000,0,A,Rancho Palos Verdes city,California,41643,41688,41685,41886,42085,42207,42273,42294,42222,42075,41748,41314,41004,40855
162,06,000,59587,00000,00000,0,A,Rancho Santa Margarita city,California,47853,47855,47877,48239,48547,48767,48876,48972,48903,48693,48348,47927,47703,47569
162,06,000,59892,00000,00000,0,A,Red Bluff city,California,14076,14044,14071,14036,14010,13955,13891,13950,13979,14023,14014,14274,14166,14121
162,06,000,59920,00000,00000,0,A,Redding city,California,89861,89877,89916,90109,90308,90655,91012,90962,91233,91728,91904,92769,92595,92456
162,06,000,59962,00000,00000,0,A,Redlands city,California,68747,68699,68841,69380,69685,69864,70184,70576,71011,71434,71728,71972,72236,72271
162,06,000,60018,00000,00000,0,A,Redondo Beach city,California,66748,66870,66873,67130,67387,67565,67656,67736,67568,67220,66796,66243,65764,65533
162,06,000,60102,00000,00000,0,A,Redwood City city,California,76815,76935,77042,78209,79434,80931,82289,83830,84303,84247,84603,84852,84657,84466
162,06,000,60242,00000,00000,0,A,Reedley city,California,24194,24306,24373,24565,24774,24978,25202,25480,25489,25653,25801,25806,25769,25738
162,06,000,60466,00000,00000,0,A,Rialto city,California,99171,99301,99567,100548,101201,101595,102043,102555,102953,103207,103537,103847,104119,104132
162,06,000,60620,00000,00000,0,A,Richmond city,California,103701,103337,103666,104734,105535,106740,107603,108867,109667,110057,110298,110150,110188,110038
162,06,000,60704,00000,00000,0,A,Ridgecrest city,California,27616,27616,27705,27968,28298,28541,28568,28634,28663,28730,28964,29075,29153,29135
162,06,000,60900,00000,00000,0,A,Rio Dell city,California,3368,3368,3371,3362,3344,3342,3342,3352,3382,3386,3374,3351,3421,3439
162,06,000,60984,00000,00000,0,A,Rio Vista city,California,7360,7354,7374,7444,7574,7811,8110,8403,8759,9083,9412,9786,9937,9978
162,06,000,61026,00000,00000,0,A,Ripon city,California,14297,14408,14439,14588,14719,14799,14977,15186,15500,15793,15989,16233,16652,16774
162,06,000,61068,00000,00000,0,A,Riverbank city,California,22678,22687,22723,22836,22966,23116,23329,23614,24088,24467,24637,24740,24736,24710
162,06,000,62000,00000,00000,0,A,Riverside city,California,303871,303905,305417,308997,311572,314180,316834,320108,323016,326067,328306,329785,330745,330786
162,06,000,62364,00000,00000,0,A,Rocklin city,California,56974,57135,57482,58662,59181,59829,60385,61167,62913,65119,67656,69474,70035,70159
162,06,000,62546,00000,00000,0,A,Rohnert Park city,California,40971,41163,41110,41139,41222,41448,41716,41847,41915,42036,43024,42890,42986,42975
162,06,000,62602,00000,00000,0,A,Rolling Hills city,California,1860,1860,1862,1872,1881,1886,1888,1889,1882,1871,1854,1834,1822,1817
162,06,000,62644,00000,00000,0,A,Rolling Hills Estates city,California,8067,8064,8066,8096,8125,8145,8155,8157,8129,8080,8016,7964,7959,7949
162,06,000,62896,00000,00000,0,A,Rosemead city,California,53764,53753,53786,54104,54353,54507,54575,54604,54428,54251,53930,53518,53240,53088
162,06,000,62938,00000,00000,0,A,Roseville city,California,118788,119277,119960,122688,124630,126997,128679,130460,133176,135618,138797,141948,144135,144725
162,06,000,62980,00000,00000,0,A,Ross town,California,2415,2419,2421,2442,2459,2486,2503,2509,2511,2501,2499,2497,2484,2479
162,06,000,64000,00000,00000,0,A,Sacramento city,California,466488,466369,467246,470788,473430,476645,481284,486741,492284,498386,504185,509748,512467,512838
162,06,000,64140,00000,00000,0,A,St. Helena city,California,5814,5816,5819,5846,5876,5941,6038,6107,6118,6056,6060,6034,5982,5960
162,06,000,64224,00000,00000,0,A,Salinas city,California,150441,150560,150798,152156,153688,154943,155822,156347,156981,156763,156357,155938,155274,154868
162,06,000,64434,00000,00000,0,A,San Anselmo town,California,12336,12309,12322,12424,12486,12615,12700,12724,12725,12674,12667,12606,12542,12513
162,06,000,65000,00000,00000,0,A,San Bernardino city,California,209924,210309,210484,211791,212807,213377,213969,215095,216188,216818,216869,216737,217459,217491
162,06,000,65028,00000,00000,0,A,San Bruno city,California,41114,41143,41328,42251,43075,43554,44341,45063,45044,44934,44768,44470,44203,44051
162,06,000,65042,00000,00000,0,A,San Buenaventura (Ventura) city,California,106433,107212,107053,107403,108086,108658,108993,109262,109382,109437,109183,107343,107249,107110
162,06,000,65070,00000,00000,0,A,San Carlos city,California,28406,28268,28300,28582,28962,29271,29517,29710,29702,29657,29576,29660,29677,29641
162,06,000,65084,00000,00000,0,A,San Clemente city,California,63522,63500,63556,64123,64574,64843,65002,65285,65367,65242,64897,64550,64611,64551
162,06,000,65112,00000,00000,0,A,Sand City city,California,334,334,335,339,342,343,377,411,415,424,433,431,428,427
162,06,000,66000,00000,00000,0,A,San Diego city,California,1307402,1301927,1305632,1319189,1335155,1352997,1372024,1387567,1400130,1409982,1420070,1420200,1422710,1422420
162,06,000,66070,00000,00000,0,A,San Dimas city,California,33371,33373,33369,33491,33621,33820,34205,34460,34358,34173,33888,33534,33285,33165
162,06,000,66140,00000,00000,0,A,San Fernando city,California,23645,23652,23649,23737,23938,24109,24258,24397,24343,24220,24148,24181,24292,24302
162,06,000,67000,00000,00000,0,A,San Francisco city,California,805235,805184,805519,815694,828963,839695,850918,863237,871343,877471,879676,878826,870561,866606
162,06,000,67042,00000,00000,0,A,San Gabriel city,California,39718,39644,39642,39815,39996,40086,40115,40164,40400,40557,40271,39866,39602,39470
162,06,000,67056,00000,00000,0,A,Sanger city,California,24270,24265,24298,24443,24540,24601,24836,25279,25690,25982,26358,26663,26661,26635
162,06,000,67112,00000,00000,0,A,San Jacinto city,California,44199,44200,44383,44846,45221,45589,45995,46442,46976,47617,48606,49494,50747,51122
162,06,000,67126,00000,00000,0,A,San Joaquin city,California,4001,3994,3996,4005,4005,4003,4012,4016,4019,4028,4029,4023,4012,4005
162,06,000,68000,00000,00000,0,A,San Jose city,California,945942,952354,954552,968925,983532,999599,1014909,1028131,1034851,1037082,1034877,1026528,1018006,1013616
162,06,000,68014,00000,00000,0,A,San Juan Bautista city,California,1862,1844,1851,1856,1865,1882,1899,1907,1937,1957,2009,2066,2111,2124
162,06,000,68028,00000,00000,0,A,San Juan Capistrano city,California,34593,34411,34453,34783,35078,35480,35803,35997,36102,36084,36040,35983,35888,35810
162,06,000,68084,00000,00000,0,A,San Leandro city,California,84950,84963,85108,86015,87101,88221,89441,90631,91149,91020,90832,90321,89548,89161
162,06,000,68154,00000,00000,0,A,San Luis Obispo city,California,45119,45141,45193,45389,45743,46132,46486,46906,47222,47442,47421,47408,47566,47590
162,06,000,68196,00000,00000,0,A,San Marcos city,California,83781,83638,83948,85189,86776,89487,91925,93662,94550,95157,96398,97390,97504,97477
162,06,000,68224,00000,00000,0,A,San Marino city,California,13147,13104,13102,13148,13189,13225,13259,13262,13210,13137,13040,12926,12832,12786
162,06,000,68252,00000,00000,0,A,San Mateo city,California,97207,97130,97256,98244,99545,100657,101823,103272,103894,104176,104230,103463,102768,102398
162,06,000,68294,00000,00000,0,A,San Pablo city,California,29139,29505,29462,29506,29757,30076,30374,30720,30977,31047,31050,30955,30850,30779
162,06,000,68364,00000,00000,0,A,San Rafael city,California,57713,57693,57765,58239,58493,59132,59487,59554,59544,59349,59310,59066,58683,58528
162,06,000,68378,00000,00000,0,A,San Ramon city,California,72148,71404,71784,72853,74049,75685,76919,78174,79545,80736,81433,82239,82784,82865
162,06,000,69000,00000,00000,0,A,Santa Ana city,California,324528,324778,325069,327731,329764,331791,333293,334523,334385,333905,332624,330910,331485,331301
162,06,000,69070,00000,00000,0,A,Santa Barbara city,California,88410,88383,88544,88933,89760,90786,91492,91728,91583,91228,90849,90568,90407,90254
162,06,000,69084,00000,00000,0,A,Santa Clara city,California,116468,116328,116857,118720,119952,121305,121903,123176,124000,125472,126687,126567,130104,131055
162,06,000,69088,00000,00000,0,A,Santa Clarita city,California,176320,208778,208802,209836,210892,211891,212787,213621,213962,213855,213116,211696,210594,209990
162,06,000,69112,00000,00000,0,A,Santa Cruz city,California,59946,59948,60593,61456,62022,62809,63276,64346,64843,65197,65207,65387,64472,64317
